Time,URL,Response
"4/23/26, 12:50 PM",https://dienmayelc.com.vn/san-pham/may-lanh-ap-tran/may-lanh-ap-tran-daikin-inverter-25hp-1-pha--fha60cvmv-rza60dv2v-brc1h63w,Not found (404)
"4/23/26, 12:14 PM",https://dienmayelc.com.vn/san-pham/may-lanh-ap-tran/may-lanh-ap-tran-daikin-inverter-4hp-1-pha--fha100cvmv-rza100dv1-brc1h63w,Not found (404)
"4/23/26, 11:45 AM",https://dienmayelc.com.vn/san-pham/may-lanh-treo-tuong/may-lanh-treo-tuong-daikin-3hp---mot-chieu-inverter-ftkf71zvmv-rkf71zvmv,Not found (404)
"4/23/26, 11:15 AM",https://dienmayelc.com.vn/san-pham/may-lanh-ap-tran/may-lanh-ap-tran-daikin-inverter-2hp-1-pha--fha50cvmv-rza50dv2v-brc1h63w,Not found (404)
"4/23/26, 10:45 AM",https://dienmayelc.com.vn/san-pham/may-lanh-ap-tran/may-lanh-ap-tran-daikin-inverter-3hp-1-pha--fha71cvmv-rza71dv1-brc1h63w,Not found (404)
"4/23/26, 10:31 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/06/27FBA125V-220x220.png,Not found (404)
"4/23/26, 10:30 AM",https://dienmayelc.com.vn/tu-mat,Not found (404)
"4/23/26, 10:30 AM",https://dienmayelc.com.vn/van-tiet-luu-dieu-hoa-la-gi,Not found (404)
"4/23/26, 10:27 AM",https://dienmayelc.com.vn/san-pham/tu-dong-alaska-500-lit-bcd-5068n,Not found (404)
"4/23/26, 10:20 AM",https://dienmayelc.com.vn/wp-content/uploads/2024/02/DONG-HANH-CUNG-BAN-TAO-DUNG-KHONG-GIAN-TRONG-LANH-2-4.png,Not found (404)
"4/23/26, 10:20 AM",https://dienmayelc.com.vn/og-image.png,Not found (404)
"4/23/26, 10:20 AM",https://dienmayelc.com.vn/logo.png,Not found (404)
"4/23/26, 10:20 AM",https://dienmayelc.com.vn/apple-touch-icon.png,Not found (404)
"4/23/26, 10:15 AM",https://dienmayelc.com.vn/danh-muc/he-thong-dieu-hoa-khong-khi/page/5?swoof=1&hang_sx=daikin&really_curr_tax=86-product_cat,Not found (404)
"4/23/26, 10:03 AM",https://dienmayelc.com.vn/san-pham/may-giat-samsung-inverter-9-kg-ww90tp54dsb-sv,Not found (404)
"4/23/26, 9:52 AM",https://dienmayelc.com.vn/cong-nghe-nanoe-g-la-gi-tam-anh-huong-trong-thoi-dai-5-0,Not found (404)
"4/23/26, 9:46 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/03/6-6-100x100.png,Not found (404)
"4/23/26, 9:40 AM",https://dienmayelc.com.vn/he-thong-cap-gio-tuoi-menred-giai-phap-huu-ich-cho-bao-ve-moi-truong-va-giam-khi-nha-kinh,Not found (404)
"4/23/26, 9:29 AM",https://dienmayelc.com.vn/quy-trinh-thao-dieu-hoa-don-gian-tai-nha-ma-ai-cung-co-the-lam,Not found (404)
"4/23/26, 9:17 AM",https://dienmayelc.com.vn/san-pham/tu-mat-alaska-550-lit-lc-933c,Not found (404)
"4/23/26, 9:08 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/12/unnamed-1-100x100.webp,Not found (404)
"4/23/26, 9:05 AM",https://dienmayelc.com.vn/may-giat,Not found (404)
"4/23/26, 8:54 AM",https://dienmayelc.com.vn/chung-cu-khang-gia-nghiem-thu-hoan-thanh,Not found (404)
"4/23/26, 8:42 AM",https://dienmayelc.com.vn/san-pham/tu-dong-sanaky-175-lit-vh-225a2,Not found (404)
"4/23/26, 8:31 AM",https://dienmayelc.com.vn/dau-hieu-nhan-biet-co-can-ve-sinh-cuc-nong-may-lanh-khong,Not found (404)
"4/23/26, 8:31 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/08/tu-dong-sanaky-vh-568hy2-1_1-687x400.jpg,Not found (404)
"4/23/26, 8:19 AM",https://dienmayelc.com.vn/san-pham/tu-dong-alaska-372-lit-bcd-5568c,Not found (404)
"4/23/26, 8:09 AM",https://dienmayelc.com.vn/san-pham/tu-lanh-panasonic-inverter-306-lit-nr-tv341vgmv,Not found (404)
"4/23/26, 8:03 AM",https://dienmayelc.com.vn/huong-dan-su-dung-remote-may-lanh-lg?gad_source=1&gad_campaignid=22661772632&gclid=CjwKCAjw1ozEBhAdEiwAn9qbzdtJoskCPhe0G4v-3DCRTdC4qlbt3qQqYC0RmgCHayYV3bXb3P5TbRoCopUQAvD_BwE,Not found (404)
"4/23/26, 7:50 AM",https://dienmayelc.com.vn/san-pham/may-loc-khong-khi/may-cap-khi-tuoi-loc-khong-khi-cong-suat-cao/may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net5000-net5000,Not found (404)
"4/23/26, 7:45 AM",https://dienmayelc.com.vn/san-pham/may-say-panasonic-8-kg-nh-e80ja1wvt,Not found (404)
"4/23/26, 7:41 AM",https://dienmayelc.com.vn/san-pham/may-lanh-daikin-3-0hp-loai-thuong-thai-lan,Not found (404)
"4/23/26, 7:20 AM",https://dienmayelc.com.vn/san-pham/may-giat-sharp-11-kg-es-w110hv-s,Not found (404)
"4/23/26, 7:09 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/08/unnamed-2-10.webp,Not found (404)
"4/23/26, 6:55 AM",https://dienmayelc.com.vn/san-pham/may-say-thong-hoi-electrolux-8-5-kg-eds854j3wb,Not found (404)
"4/23/26, 6:37 AM",https://dienmayelc.com.vn/vi-tri-ong-thoat-nuoc-may-lanh-cach-chon-giup-bao-ve-suc-khoe,Not found (404)
"4/23/26, 6:31 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/06/13-220x220.png,Not found (404)
"4/23/26, 6:30 AM",https://dienmayelc.com.vn/he-thong-cap-gio-tuoi-2-chieu-cho-khu-xu-ly-rac-thai,Not found (404)
"4/23/26, 6:00 AM","https://dienmayelc.com.vn/danh-muc/he-thong-dieu-hoa-khong-khi/may-lanh-am-tran?utm_source=Search&utm_medium=ELC_Search_Hcm,%C4%90N,BD_Ngocy_06.09.2025_01_01&utm_campaign=Hcm,%C4%90N,BD",Not found (404)
"4/23/26, 5:54 AM",https://dienmayelc.com.vn/thiet-ke-cung-cap-thi-cong-lap-dat/cap-khi-tuoi,Not found (404)
"4/23/26, 5:08 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/08/unnamed-2-11-100x100.webp,Not found (404)
"4/23/26, 5:00 AM",https://dienmayelc.com.vn/may-lanh-toshiba-chop-den-lien-tuc,Not found (404)
"4/23/26, 4:39 AM",https://dienmayelc.com.vn/thiet-ke-he-thong-dhkk-vrv-giau-tran-noi-ong-gio-he-thong-loc-cap-khi-tuoi-hoi-nhiet-quan-karaoke-cao-cap-quan-7-tp-hcm,Not found (404)
"4/23/26, 4:31 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/11/unnamed-4-100x100.webp,Not found (404)
"4/23/26, 3:45 AM",https://dienmayelc.com.vn/chai-xit-ve-sinh-may-lanh-co-tot-khong,Not found (404)
"4/23/26, 3:35 AM",https://dienmayelc.com.vn/may-lanh-gia-re-duoi-5-trieu,Not found (404)
"4/23/26, 3:22 AM",https://dienmayelc.com.vn/may-lanh-tcl-co-tot-khong,Not found (404)
"4/23/26, 3:16 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/08/unnamed-8-220x220.webp,Not found (404)
"4/23/26, 2:44 AM",https://dienmayelc.com.vn/tai-sao-ve-sinh-may-lanh-xong-khong-lanh-va-cach-khac-phuc,Not found (404)
"4/23/26, 2:39 AM",https://dienmayelc.com.vn/san-pham/may-lanh/ap-tran,Not found (404)
"4/23/26, 2:38 AM",https://dienmayelc.com.vn/wp-content/uploads/2023/10/381359601_337063518885205_8224531064147406403_n.jpg,Not found (404)
"4/23/26, 2:07 AM",https://dienmayelc.com.vn/huong-dan-su-dung-dieu-khien-dieu-hoa-daikin,Not found (404)
"4/23/26, 2:07 AM",https://dienmayelc.com.vn/ma-loi-may-lanh-lg,Not found (404)
